skill,skill_name,invoke_name
B06X6GZDP4,Mr. Butler,"Alexa, tell Mr Butler that I put my wallet in my backpack."
B07G34R914,My Dog,"Alexa, tell my dog he's a good boy"
B093HJ5WG2,Bryant Evolution® System Control,"Alexa, tell MyEvolution to set my thermostat to 72"
B093HJG4QQ,Carrier Infinity® System Control,"Alexa, tell MyInfinity to set my thermostat to 72"
B079RLVTQ3,MySmartBlinds,"Alexa, tell MySmartBlinds to open"
B084KJGGMN,Razer Synapse,"Alexa, tell Razer to change Chroma lighting to green"
B07BHVS5J5,Recovered Podcast,"Alexa, tell Recovered Podcast to play the newest episode"
B073PM3L21,RuPaul quotes,"Alexa, tell RuPaul quotes to be a shady queen"
B01M6ZNLBA,Samsung Smart Home - Complete,"Alexa, tell Samsung to turn on robot vacuum"
B07C12WM49,Slacker Radio,"Alexa, tell Slacker Radio to play Today's Hits."
B01DWNIYTU,SmartLink,"Alexa, tell Smart Link to arm to away mode"
B072NZRSMH,Smart TV Remote,"Alexa, tell Smart Remote to turn on my TV"
B06XGQ78WM,SomaFM,"Alexa, tell soma f. m. to play Groove Salad."
B071WZV1HR,StoryTime,"Alexa, tell Story Time to tell me a tale"
B01HJ0BX2C,TheTemperatureInside,"Alexa, tell the temperature inside the point of sale number five"
B07F6XWN9L,Thermaltake,"Alexa, tell Thermaltake to use flow mode."
B01J0MSMNK,Nag My Kids,"Alexa, tell those kids to brush their teeth"
B073Z7DJXR,Trump Tweet Bot,"Alexa, tell Trump Tweet Bot to read Trump's latest tweet."
B01A6ACVD2,Vivint.SmartHome - Complete,"Alexa, tell Vivint to lock my doors"
B07KG3NN58,Yoga International Meditations and Relaxations,"Alexa, tell Yoga International to play a meditation"
B09CT4NKPV,OnStar Guardian,"Alexa, test emergency helpline"
B07WSR7J9B,Altice One,"Alexa, tune to channel 12."
B07J62F98X,Hulu,"Alexa, tune to ESPN on Hulu"
B07FDNYMB6,DIRECTV,"Alexa, tune to HGTV"
B07K19V22N,Modern Forms Smart Home,"Alexa, turn off Bedroom Fan"
B07CHVNTMF,Meural Canvas,"Alexa, turn off canvas"
B01NCA71CF,Kuna,"Alexa, turn off my front door light"
B0783PPX39,Dwelo Smart Home,"Alexa, turn off the bedroom light"
B07DD58XX5,Hubitat,"Alexa, turn off the kitchen lights"
B07886XNK8,Unofficial Samsung SmartTV Controller,"Alexa, turn off TV"
B073QFG2W8,Hisense Smart Air,"Alexa, turn on air conditioner"
B08T9KPCBM,TSmartLife (formerly Toshiba HA),"Alexa, turn on air purifier"
B06Y428NX9,Mi (Asia),"Alexa, turn on air purifier"
B079Q2WPCW,Blueair Smart Home Skill,"Alexa, turn on air purifier"
B086WNF7YN,EZLink,"Alexa, turn on baby room light"
B07QDR2N3W,OZOM,"Alexa, turn on bedroom"
B01HA3HAH0,Sensibo Smart Air Conditioner,"Alexa, turn on Bedroom"
B08KF65CRY,ConnectLife,"Alexa, turn on Bedroom AC"
B073GVHDL5,ihc,"Alexa, turn on bedroom lamp."
B07XTF1F5J,BroadLink,"Alexa, turn on bedroom lamp."
B071JQQNFG,KMC Smart,"Alexa, turn on bedroom lamp”"
B07PDQ1Q2B,Linkind,"Alexa, turn on bedroom light"
B0747GRGWH,Cync (the new name of C by GE),"Alexa, turn on bedroom light"
B06XDL4876,SuperConn,"Alexa, turn on bedroom light"
B01N9A5MAD,Yeelight,"Alexa, turn on bedroom light"
B07924DBDH,Feit Electric,"Alexa, turn on bedroom light"
B07HNR5H7Y,Govee Home,"Alexa, turn on bedroom light"
B07KRVSSZG,TechLife,"Alexa, turn on bedroom light."
B07B8ZB8MV,DoHome,"Alexa, turn on bedroom light."
B078S7B2FG,SwitchBot Smart,"Alexa, turn on bedroom light."
B01HBT64GG,Vivint.SmartHome - Basic,"Alexa, turn on Bedroom lights"
B01F4WFJ5Y,mydlink Home - Optimized for Smart Home,"Alexa, turn on bedroom lights”"
B0818YDCKG,bobsweep,"Alexa, turn on Bob”"
B06XZWWK7D,Config EZ,"Alexa, turn on bulb socket"
B07V7CKLMJ,birgus Smart Home,"Alexa, turn on diffuser mist"
B06XWNGRRL,WiZ Smart Home Skill,"Alexa, turn on Elixir"
B09TB1PN1T,Whale Photo,"Alexa, turn on Frame."
B07642M52J,PowerView® Scenes,"Alexa, turn on Good Morning"
B07C81DNVW,Somfy myLink Smart Home,"Alexa, turn on Good Night"
B01I9GHK40,Tuya Smart,"Alexa, turn on hallway light"
B07FZ534W5,Magic Home Lite,"Alexa, turn on hallway light"
B073GS7V77,bleSmart,"Alexa, turn on hallway light"
B01JTQCD3W,Wemo,"Alexa, turn on hallway light"
B01N1ZVI7M,Smart Life,"Alexa, turn on hallway light"
B01N4RQS4F,Vera Control,"Alexa, turn on hallway light."
B08HWJT1WD,TreatLife,"Alexa, turn on hallway light”"
B08PDR43H7,Bryant Evolution® Connex™ Control 2020,"Alexa, turn on Home"
B08D8ZC6PF,ILIFEHOME,"Alexa, turn on ILIFE robot."
B071R1TSGT,CNCT,"Alexa, turn on intelliPLUG"
B07T488B9J,Electrolux Home Comfort,"Alexa, turn on Jack."
B075Z5DJGV,Telldus,"Alexa, turn on kitchen"
B074J85BZ5,Smarter iKettle 3.0 and Coffee 2.0,"Alexa, turn on Kitchen Kettle"
B07G45KFHK,Hao Deng,"Alexa, turn on kitchen light"
B07QLWW5B9,Gosund,"Alexa, turn on kitchen light"
B072B92L7L,Koogeek Home,"Alexa, turn on kitchen light"
B078HQ513D,iotty Smart Home,"Alexa, turn on Kitchen Light"
B01HFZI9AK,Magic Home,"Alexa, turn on kitchen light"
B07CTCZZGX,Lenovo Smart Home,"Alexa, turn on kitchen light"
B01EKJX3M8,Home Control Assistant,"Alexa, turn on kitchen light"
B01LPOEHW6,Flux WiFi,"Alexa, turn on kitchen light"
B0746KJ11G,EufyHome,"Alexa, turn on Kitchen light."
B07XNCP93H,Jetstream Home,"Alexa, turn on kitchen light”"
B01J909TG2,Control4,"Alexa, turn on kitchen lights"
B074ZP22PN,ClareHome,"Alexa, turn on kitchen lights"
B07BH5BFHY,Deako,"Alexa, turn on kitchen."
B072R2G3RL,Shelly Cloud,"Alexa, turn on lamp"
B07B8T17QF,Kuled,"Alexa, turn on light"
B07KKLDQLS,Legrand Home,"Alexa, turn on light"
B0716C299L,ECO Plugs,"Alexa, turn on light"
B07C5P6MRD,HomeWizard,"Alexa, turn on light"
B086QZF56X,Tecnolite Connect,"Alexa, turn on light"
B07SJBX3HG,MyHome_Up,"Alexa, turn on light"
B01N45NYH7,Nanoleaf Smarter Series,"Alexa, turn on Light Panels."
B073N8Q7RW,Meross,"Alexa, turn on light."
B07KLY2FB8,Smart Home G4 Control,"Alexa, turn on light."
B08L3DT6Q7,UltraPro,"Alexa, turn on light.”"
B088F42M78,Cree Lighting,"Alexa, turn on light”"
B083ZB21NT,Sylvania Smart WiFi,"Alexa, turn on light”"
B082HVFLY4,Dals Connect,"Alexa, turn on light”"
B08591WT9D,eWiseHome,"Alexa, turn on light”"
B08DTQK457,Tramsmart,"Alexa, turn on light”"
B085LFDBBZ,enbrighten,"Alexa, turn on light”"
B07CTP81N8,eco4life,"Alexa, turn on light”"
B08CC834B2,Good Earth,"Alexa, turn on light”"
B08CY74L7B,Lloyds Smart,"Alexa, turn on light”"
B083GM3ZX2,XMcosy,"Alexa, turn on light”"
B07SFVXC5D,Mixtile,"Alexa, turn on lights"
B07DDKB34F,Midea Air Smart Home Skill,"Alexa, Turn on living room"
B084P6855P,EWPE Smart Home,"Alexa, turn on living room ac”"
B087NCLFJR,GREE Smart home NA,"Alexa, turn on living room ac”"
B083P28DK8,GREE Smart Home,"Alexa, turn on living room ac”"
B07BPXJM73,myTS,"Alexa, turn on Living room lamp"
B01NARVU1M,Eynio,"Alexa, turn on living room light"
B01LWAGUG7,Hue,"Alexa, turn on Living Room lights"
B07G9QJVH3,SmartRent,"Alexa, turn on living room lights."
B075XYWP5G,The Shade Store V1,"Alexa, turn on Living Room Shades"
B06X3X121G,Jinvoo Smart,"Alexa, turn on livingroom light"
B01N59UDM0,Qwikswitch smart home,"Alexa, turn on Lounge"
B01N7U5AXE,My Leviton,"Alexa, turn on master bedroom."
B07MSJMGVK,Enther Home,"Alexa, turn on my bedroom"
B078SJSKFN,eHomeLife,"Alexa, turn on my bedroom"
B09FK9CPCV,BlissHome,"Alexa, turn on my bedroom light"
B07SJ67MZC,Bond Home,"Alexa, Turn on My Fan"
B06ZXYF8P2,Hunter – SimpleConnect Smart Ceiling Fan,"Alexa, turn on my kitchen fan"
B073VQT9P4,eFamilyCloud,"Alexa, turn on my light"
B0795DP6NL,Super Warm for Smart Home,"Alexa, turn on my light"
B07JZDQ5KH,iWorld Home,"Alexa, turn on my living room light"
B07HCRR9VT,PlusMinus,"Alexa, turn on my livingroom light"
B07BXFJ645,JEEO,"Alexa, turn on my livingroom light"
B06X6HBQ9J,Smart K,"Alexa, turn on my plug"
B01JTL2PYE,Ring,"Alexa, turn on my porch light"
B01H23V0RO,iHome SmartPlug Control,"Alexa, turn on my smart plug"
B06XTQBFNP,eFamily,"Alexa, turn on my switch"
B086GTC4PS,360 smart cleaner,"Alexa, turn on mycleaner."
B0722YY4GX,WiOn,"Alexa, turn on name"
B078W199Z3,Aberto Sonorus - Android App Launching From Alexa,"Alexa, turn on Netflix"
B07CKLPNL7,kloee for SC,"Alexa, turn on office lights"
B07KM23PJH,APC Home,"Alexa, turn on outlet 1"
B07GQRBVRN,Atomi Smart,"Alexa, turn on Plug"
B07BMZWBM8,RolliCool,"Alexa, turn on plug"
B07FNFMJ64,Aqara Home,"Alexa, turn on plug"
B07W18L6Z5,SECŪR Three Sixty,"Alexa, turn on plug"
B01MU72TGV,SmartHome,"Alexa, Turn on plug”"
B07Z1SXLTG,Carro Home,"Alexa, turn on plug”"
B085VFN53N,Steren Home,"Alexa, turn on plug”"
B07C2J8997,SimplySmart Home by Switchmate,"Alexa, turn on Porch light"
B077HRVG6P,Roborock Home,"Alexa, turn on roborock"
B072N52K5Y,WeBack,"Alexa, turn on robot"
B07BBJFDCC,LG ThinQ,"Alexa, turn on robot cleaner."
B01HYC3KRQ,Samsung ARTIK Cloud Optimized for Smart Home,"Alexa, turn on Robot vacuum"
B01GZDOJOI,Samsung Smart Appliances - Basic,"Alexa, turn on robot vacuum."
B07JY9S81F,NVIDIA SHIELD TV,"Alexa, turn on SHIELD"
B07SCQNBDC,Tenda Beli,"Alexa, turn on smart plug"
B08G81PMKL,Emporia Energy,"Alexa, turn on SmartPlug"
B07FMKH5RM,SmartMotion,"Alexa, turn on Sofa Light"
B07XVBPWCK,iAquaLink,"Alexa, turn on spa"
B06ZY9KFFK,eWeLink Smart Home,"Alexa, turn on switch"
B088NJP38V,TCL Home,"Alexa, turn on tcl ac"
B083HVDLGD,Frigidaire 2.0,"Alexa, turn on the air conditioner"
B078NVT9XK,K Smart,"Alexa, turn on the bedroom lamp"
B07FRDPTP3,TOPGREENER,"Alexa, turn on the Bedroom light"
B08D2TRGZG,Hubspace,"Alexa, turn on the bedroom light"
B0796PQVZ6,Wisen,"Alexa, turn on the bedroom light"
B07D56WWGP,Energizer Connect,"Alexa, turn on the bedroom light."
B01G98LFFA,iDevices,"Alexa, turn on the Bedroom lights."
B077XT72JZ,Chome,"Alexa, turn on the bedroom socket."
B075XR1TFV,Cielo Smart Home,"Alexa, turn on the Bedroom."
B01EIQX6Y8,TP-LINK Kasa,"Alexa, turn on the coffee maker"
B07255MD6F,Avi-on Smart Home,"Alexa, turn on the coffee pot"
B01NBOTEBW,Sengled Home,"Alexa, turn on the desk lamp"
B07PGQ49HP,Yale Smart Living,"Alexa, turn on the desk lamp."
B07CNWG478,Closeli,"Alexa, turn on the door"
B08FJ85728,Fansio,"Alexa, turn on the fan”"
B07S9C27SQ,FriedrichGo,"Alexa, turn on the Friedrich air conditioner"
B08L4LXC4Q,Galaxy Lamps,"Alexa, turn on the Galaxy Lamp”"
B09VHF2X5X,Home TV,"Alexa, turn on the Home TV"
B0713QFKNQ,Vine Control,"Alexa, turn on the home."
B0772J1QKB,Home Assistant,"Alexa, turn on the kitchen light"
B07RCFQ1YZ,Monster Smart,"Alexa, turn on the kitchen light"
B01EIQOOUS,Insteon,"Alexa, turn on the kitchen light."
B01EIQSPOY,LIFX Optimized for Smart Home,"Alexa, turn on the Kitchen lights"
B073KWYYC8,Savant,"Alexa, turn on the Kitchen Lights"
B01MQ2NPA2,Crestron for Smart Home and Conference Room,"Alexa, turn on the kitchen lights"
B01LZJ8S4R,Legrand - Netatmo - BTicino,"Alexa, turn on the kitchen lights"
B071NMXSLS,VeSync,"Alexa, turn on the kitchen lights."
B01N29T72R,Brilliant - Smart Home Control,"Alexa, turn on the kitchen lights."
B078JZM5QR,MusicCast Smart Home,"Alexa, turn on the Kitchen."
B07RQXZMQ8,Legrand Lighting Control,"Alexa, turn on the kitchen."
B073ZXZ6DL,iHO,"Alexa, turn on the lamp"
B075R8G18K,Joho Smart,"Alexa, turn on the light"
B073CYKKD1,seetime,"Alexa, turn on the light"
B078NV8P7G,ORVIBO Home,"Alexa, turn on the light"
B07DQHXY26,Cloud Intelligence,"Alexa, turn on the light."
B01N326UD4,Simple Control,"Alexa, turn on the Living Room"
B07G4WJ92C,PuwellCloud,"Alexa, turn on the living room light"
B07785SPCH,Samsung Wireless Audio,"Alexa, turn on the living room."
B07G337TPS,Globe Suite,"Alexa, turn on the livingroom light."
B08S1MS7PJ,BN-LINK Smart,"Alexa, turn on the outlet.”"
B07KNMB2F9,Sub-Zero Group Connected Appliances,"Alexa, turn on the oven light."
B07NDJJWTY,Go Smart,"Alexa, turn on the Plug"
B07VQ9QK7T,LE Lampux,"Alexa, turn on the Plug”"
B01EIQYF3E,Wink,"Alexa, turn on the porch light"
B07N82RQD1,blurams,"Alexa, turn on the room"
B094R7Q782,Vont Home,"Alexa, turn on the smart light bulb"
B07PGKK416,Wake on Lan (WoL),"Alexa, turn on the TV"
B089P25HT2,Linksys Smart Home,"Alexa, turn on the Wi-Fi for Wayne's phone"
B07CQNMMKF,FGLair Smart Home,"Alexa, turn on Thermostat"
B09J8S3S1H,Dreo,"Alexa, turn on Tower fan"
B078H4P2FG,Smart TV Remote Pro,"Alexa, turn on TV"
B08TFM1Q4P,Sony's TV,"Alexa, turn on TV"
B01E7TYGFO,Yonomi,"Alexa, turn on TV Time"
B0731LJ4L9,Sony’s TV – Basic,"Alexa, turn on TV."
B07V8GFF63,Twinkly,"Alexa, turn on Twinkly"
B07H25BSCN,Xbox,"Alexa, turn on Xbox"
B0794BPX9T,Hisense Smart TV,"Alexa, turn up the volume on Hisense TV."
B0875KVMK6,SmartThings,"Alexa, turn up the volume on living room TV"
B07RT966HB,ButterflyMX,"Alexa, unlock front door"
B07CM3XNVX,ScienerSmart,"Alexa, unlock the door lock."
B075VHSBTL,Schlage Home,"Alexa, unlock the front door"
B0961942MC,Level Home,"Alexa, unlock the front door"
B06WW2XQ68,August Smart Home,"Alexa, unlock the front door."
B06ZZD73XY,Resist events,"Alexa, use Resist Events to find next event near me"
B07CND5L5M,Smart TV Voice Control,"Alexa, volume up on my TV."
B06XWJSK86,WTF Just Happened Today,"Alexa, W.T.F. Just Happened?"
B08PNHC1BD,Disney Tinker Bell,"Alexa, wake me up at 7:00 AM to disney tinker bell alarm tone"
B09HLBTX4B,Skittles Alarm,"Alexa, wake me up at 7:00 AM to skittles alarm tone"
B08RYK6WXZ,OU Insult Clock,"Alexa, what time is it?”"
B07YLC6QTM,Bill Planner,"Alexa, when is my water bill due ?"
B07YY14FS7,Camhi Camera,"Alexa,show kitchen"
B083SMZCKH,LaView,Alexa，show the camera”
B06XPG4WNS,GoKit Light,"Alexa,turn on light"
B083LG414V,CREATE HOME,"Alexa,turn on robot.”"
B09SLPJQ1S,Smart Link,"Alexa,turn on the light"
B06WW9MGCP,Geeklink,"Alexa,turn on the office light"
B08DRJLSZB,Kyvol Home,Alexa，turn on the robot”
B07PNLWFG4,ILIFE Robot,"Alexa,turn on Zaco."
B08PPD58BQ,TV Assistant,"Alexa,volume up on tv"
B083342WRB,SmartLife,"”echo,turn on the bedroom lamp."
